papel,tipo,empresa,setor,sub_setor,valor_de_mercado,valor_da_firma,ultimo_balanco,numero_de_acoes,ultima_cotacao,pl,p_vp,psr,div_yeld,p_ativo,p_cap_giro,p_ebit,p_ativo_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg_liq,liq_corr,roic,roe,liq_2_meses,patrim_liq,div_brut_patrim,cresc_rec_5a
FRIO3,ON NM,Metalfrio ON NM,Equipamentos Elétricos,Equipamentos Elétricos,262.889.000,1.143.050.000,30/06/2020,4.107.000,"64,01","-2,29","-8,43","0,187","0,00%","0,147","-143,42","4,67","-0,57","20,29","10,57","4,02%","-7,60%","1,00","5,26%","367,84%","2.362,47","-31.172.000,00","-40,41","9,39%"
MNDL3,ON,MUNDIAL S/A ON,"Tecidos, Vestuário e Calçados",Acessórios,54.088.800,186.599.000,30/06/2020,2.480.000,"21,81","-2,22","-0,33","0,118","0,00%","0,053","-0,08","2,02","-0,06","6,97","4,91","5,82%","-5,29%","0,26","2,81%","15,05%","68.157,40","-161.719.000,00","-0,85","3,54%"
ARLA4,PN,ARTHUR LANGE PN,"Tecidos, Vestuário e Calçados",Couro,15.074.800,39.985.800,31/03/2008,4.460.000,"3,38","-2,21","-0,62","2,137","0,00%","0,442","-0,31","-6,74","-0,29","-17,87","-17,87","-31,72%","-96,55%","0,10","-13,71%","28,00%","0,00","-24.319.000,00","-1,02","-47,46%"
MEAL3,ON NM,IMC S/A ON NM,Hoteis e Restaurantes,Restaurante e Similares,967.931.000,1.335.890.000,30/06/2020,286.370.000,"3,38","-2,21","1,10","0,714","0,00%","0,398","-9,38","-8,05","-0,86","-11,11","-64,43","-8,87%","-32,26%","0,81","-5,90%","-49,91%","58.200.000,00","876.643.000,00","0,65","-0,67%"
CEDO3,ON,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,134.800.000,335.993.000,30/06/2020,10.000.000,"13,48","-2,21","1,01","0,223","0,00%","0,204","-3,15","13,09","-0,51","32,64","11,32","1,70%","-10,82%","0,85","1,90%","-45,61%","83.915,50","133.686.000,00","1,75","9,68%"
ECPR3,ON,ENCORPAR ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,146.300.000,145.170.000,30/06/2020,1.900.000,"77,00","-2,18","0,99","0,000","0,00%","0,541","0,00","-87,55","0,00","-86,88","-87,14","0,00%","0,00%","0,00","0,00%","-45,21%","539,51","148.244.000,00","0,00","0,00%"
LIXC4,PN,LIX DA CUNHA PN,Construção e Engenharia,Construção Pesada,17.389.800,28.204.800,30/09/2017,11.993.000,"1,45","-2,17","1,26","328,110","0,00%","0,057","0,23","-3,49","3,18","-5,65","-5,92","-9.413,21%","-14.386,80%","1,34","-1,90%","-57,85%","0,00","13.842.000,00","0,79","-75,90%"
OGXP3,ON,OGX ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,52.747.100,52.745.100,30/09/2018,32.360.200,"1,63","-2,15","-0,98","0,000","0,00%","0,925","0,00","-16,46","0,00","-16,46","-16,46","0,00%","0,00%","0,00","0,00%","45,53%","0,00","-53.901.000,00","0,00","0,00%"
ECPR4,PN,ENCORPAR PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,142.424.000,141.294.000,30/06/2020,1.900.000,"74,96","-2,13","0,96","0,000","0,00%","0,526","0,00","-85,23","0,00","-84,56","-84,81","0,00%","0,00%","0,00","0,00%","-45,21%","874,23","148.244.000,00","0,00","0,00%"
VTLM3,ON,ADVANCED-DH ON,Prods. de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,12.883.300,12.883.300,30/09/2019,16.308.000,"0,79","-2,07","-0,65","390,404","0,00%","53,237","-0,72","-2,88","-0,64","-2,88","-2,94","-13.548,50%","-18.860,60%","0,00","521,70%","31,47%","0,00","-19.776.000,00","0,00","43,48%"
BRKM5,PNA N1,BRASKEM PNA N1,Químicos ,Petroquímicos,20.281.300.000,50.172.900.000,30/06/2020,797.219.000,"25,44","-1,96","-6,00","0,407","0,00%","0,240","2,05","12,42","-0,35","30,72","9,16","3,28%","-21,80%","1,46","2,80%","306,76%","66.590.700,00","-3.380.230.000,00","-14,09","1,92%"
IDVL4,PN N1,Indusval PN N1,Financeiros,Bancos,239.575.000,-,30/06/2020,102.822.000,"2,33","-1,93","0,95","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-49,34%","57.142,30","251.321.000,00","0,00","0,00%"
IDVL3,ON N1,Indusval ON N1,Financeiros,Bancos,238.547.000,-,30/06/2020,102.822.000,"2,32","-1,92","0,95","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-49,34%","37.206,60","251.321.000,00","0,00","0,00%"
ARCZ3,ON N1,ARACRUZ CELULOSE SA ON N1,Madeira e Papel,Papel e Celulose,3.779.150.000,11.206.000.000,30/09/2009,1.032.550.000,"3,66","-1,88","1,95","1,096","0,00%","0,369","1,53","9,50","-0,84","28,18","28,18","11,54%","-58,02%","2,86","4,03%","-103,98%","0,00","1.934.210.000,00","3,92","0,75%"
ARCZ6,PNB N1,ARACRUZ CELULOSE SA PNB N1,Madeira e Papel,Papel e Celulose,3.748.170.000,11.175.000.000,30/09/2009,1.032.550.000,"3,63","-1,86","1,94","1,087","0,00%","0,366","1,52","9,42","-0,84","28,10","28,10","11,54%","-58,02%","2,86","4,03%","-103,98%","0,00","1.934.210.000,00","3,92","0,75%"
BRKM3,ON N1,BRASKEM ON N1,Químicos ,Petroquímicos,19.197.000.000,49.088.600.000,30/06/2020,797.219.000,"24,08","-1,85","-5,68","0,385","0,00%","0,227","1,94","11,75","-0,33","30,05","8,96","3,28%","-21,80%","1,46","2,80%","306,76%","391.199,00","-3.380.230.000,00","-14,09","1,92%"
GPIV33,DR3,"GP INVESTMENTS, LTD DR3",Holdings Diversificadas,Holdings Diversificadas,323.302.000,-480.175.000,30/06/2020,74.665.600,"4,33","-1,84","0,22","-1,520","0,00%","0,102","0,40","-0,73","1,25","1,09","1,09","207,67%","248,15%","16,05","-18,93%","-11,83%","393.989,00","1.485.140.000,00","0,00","-10,62%"
CVCB3,ON NM,CVC BRASIL ON NM,Viagens e Lazer,Viagens e Turismo,2.604.530.000,3.513.090.000,30/06/2020,172.829.000,"15,07","-1,79","-6,28","2,252","2,39%","0,567","-1,99","-30,08","-1,36","-40,58","31,58","-7,49%","-128,36%","0,70","-2,71%","351,79%","90.771.900,00","-414.407.000,00","-4,84","8,68%"
BISA3,ON NM,BROOKFIELD INCORPORACOES ON NM,Construção e Engenharia,Construção Civil,2.116.570.000,3.267.390.000,30/06/2016,1.339.600.000,"1,58","-1,77","1,18","1,692","0,00%","0,321","0,86","-4,02","-7,64","-6,21","-9,28","-42,05%","-96,36%","2,22","-8,50%","-66,94%","0,00","1.788.370.000,00","0,77","-24,23%"
MNPR3,ON,MINUPAR ON,Alimentos,Carnes e Derivados,41.606.000,39.071.000,30/06/2020,7.100.000,"5,86","-1,74","-0,11","0,173","0,00%","0,182","-0,10","0,83","-0,08","0,78","0,68","20,90%","-9,97%","0,19","23,35%","6,38%","37.041,60","-375.829.000,00","-0,00","3,81%"
BCAL6,PNB,PRO METALURG PNB,Viagens e Lazer,Bicicletas,20.274.800,236.736.000,31/12/2013,72.410.000.000,"0,28","-1,70","-0,07","1,946","0,00%","13,030","-0,09","38,77","-0,07","452,65","452,65","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
DJON4,PN,DIJON S/A PN,,,588.780,820.780,31/12/2003,3.271.000.000,"0,18","-1,70","0,22","-0,956","0,00%","0,166","-1,29","-1,42","-0,85","-1,98","-1,98","67,37%","56,33%","0,24","-12,02%","-12,84%","0,00","2.702.000,00","0,09","45,19%"
SPRI6,PNB,SPRINGER PNB,Utilidades Domésticas,Eletrodomésticos,27.819.000,24.781.000,30/06/2020,2.529.000,"11,00","-1,68","1,24","0,000","0,00%","1,196","0,00","-3,21","0,00","-2,86","-2,88","0,00%","0,00%","0,00","0,00%","-73,82%","235,58","22.420.000,00","0,00","-7,33%"
GOLL4,PN,GOL LINHAS AEREAS INTELIGENTES SA PN,Transporte,Transporte Aéreo,6.997.170.000,16.085.500.000,30/06/2020,355.728.000,"19,67","-1,68","-0,54","0,635","0,00%","0,474","-0,83","9,32","-0,30","21,41","6,01","6,82%","-36,24%","0,32","6,59%","32,11%","205.398.000,00","-13.002.600.000,00","-0,84","4,39%"
CALI4,PN,CAL S/A PN,Construção e Engenharia,Construção Civil,18.678.100,28.431.100,30/06/2020,372.000,"50,21","-1,62","5,26","2,038","0,00%","0,199","0,59","-1,31","-0,43","-1,99","-2,03","-155,87%","-125,42%","3,11","-17,49%","-323,68%","0,00","3.552.000,00","3,03","-33,36%"
SUZB5,PNA,Suzano Papel PNA,Madeira e Papel,Papel e Celulose,28.763.500.000,96.887.800.000,30/06/2020,1.361.260.000,"21,13","-1,62","11,54","1,005","0,00%","0,265","3,61","5,83","-0,34","19,63","8,95","17,24%","-62,03%","1,57","5,26%","-713,28%","0,00","2.491.440.000,00","32,36","30,46%"
ARLA3,ON,ARTHUR LANGE ON,"Tecidos, Vestuário e Calçados",Couro,11.016.200,35.927.200,31/03/2008,4.460.000,"2,47","-1,62","-0,45","1,562","0,00%","0,323","-0,22","-4,92","-0,21","-16,06","-16,06","-31,72%","-96,55%","0,10","-13,71%","28,00%","0,00","-24.319.000,00","-1,02","-47,46%"
SPRI3,ON,SPRINGER ON,Utilidades Domésticas,Eletrodomésticos,26.579.800,23.541.800,30/06/2020,2.529.000,"10,51","-1,61","1,19","0,000","0,00%","1,143","0,00","-3,07","0,00","-2,72","-2,74","0,00%","0,00%","0,00","0,00%","-73,82%","2.328,44","22.420.000,00","0,00","-7,33%"
SDIA3,ON N1,SADIA ON N1,Alimentos,Carnes e Derivados,4.320.350.000,10.489.300.000,30/06/2009,672.951.000,"6,42","-1,59","9,41","0,397","0,00%","0,418","-3,29","9,53","-0,83","23,15","23,15","4,16%","-25,09%","0,78","5,89%","-590,66%","0,00","459.230.000,00","17,27","13,42%"
SDIA4,PN N1,SADIA PN N1,Alimentos,Carnes e Derivados,4.320.350.000,10.489.300.000,30/06/2009,672.951.000,"6,42","-1,59","9,41","0,397","0,00%","0,418","-3,29","9,53","-0,83","23,15","23,15","4,16%","-25,09%","0,78","5,89%","-590,66%","0,00","459.230.000,00","17,27","13,42%"
DUQE3,ON,METALURGICA DUQUE SA ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,78.848.000,129.087.000,30/09/2014,2.816.000,"28,00","-1,58","-11,29","12,103","0,00%","0,428","-0,74","-1,65","-0,57","-2,70","-2,98","-732,92%","-767,60%","0,33","-28,21%","715,74%","0,00","-6.987.000,00","-7,19","-42,70%"
BRKM6,PNB N1,BRASKEM PNB N1,Químicos ,Petroquímicos,15.035.600.000,44.927.200.000,30/06/2020,797.219.000,"18,86","-1,45","-4,45","0,302","0,00%","0,178","1,52","9,20","-0,26","27,50","8,20","3,28%","-21,80%","1,46","2,80%","306,76%","132,02","-3.380.230.000,00","-14,09","1,92%"
CTNM3,ON,COTEMINAS ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,343.123.000,1.643.680.000,30/06/2020,30.636.000,"11,20","-1,41","0,40","0,198","0,00%","0,081","3,09","-11,37","-0,29","-54,45","25,87","-1,74%","-24,17%","1,08","-0,79%","-28,19%","11.076,80","862.529.000,00","1,79","-13,44%"
MNPR4,PN,MINUPAR PN,Alimentos,Carnes e Derivados,32.873.000,30.338.000,30/06/2020,7.100.000,"4,63","-1,37","-0,09","0,137","0,00%","0,144","-0,08","0,65","-0,06","0,60","0,53","20,90%","-9,97%","0,19","23,35%","6,38%","0,00","-375.829.000,00","-0,00","3,81%"
SUZB6,PNB,Suzano Papel PNB,Madeira e Papel,Papel e Celulose,24.339.400.000,92.463.700.000,30/06/2020,1.361.260.000,"17,88","-1,37","9,77","0,850","0,00%","0,224","3,05","4,93","-0,29","18,73","8,54","17,24%","-62,03%","1,57","5,26%","-713,28%","0,00","2.491.440.000,00","32,36","30,46%"
CEDO4,PN,CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,81.000.000,282.193.000,30/06/2020,10.000.000,"8,10","-1,33","0,61","0,134","0,00%","0,123","-1,89","7,87","-0,31","27,41","9,51","1,70%","-10,82%","0,85","1,90%","-45,61%","140.817,00","133.686.000,00","1,75","9,68%"
SPRI5,PNA,SPRINGER PNA,Utilidades Domésticas,Eletrodomésticos,21.547.100,18.509.100,30/06/2020,2.529.000,"8,52","-1,30","0,96","0,000","0,00%","0,927","0,00","-2,49","0,00","-2,14","-2,15","0,00%","0,00%","0,00","0,00%","-73,82%","269,28","22.420.000,00","0,00","-7,33%"
EMBR3,ON,EMBRAER ON,Material de Transporte,Material Aeronáutico,5.249.900.000,15.110.800.000,30/06/2020,740.465.000,"7,09","-1,27","0,33","0,468","0,00%","0,093","0,30","30,04","-0,76","86,45","9,60","1,56%","-36,61%","2,07","0,42%","-26,25%","93.575.900,00","15.779.800.000,00","1,32","-15,73%"
PMET6,PNB,PRO METALURG PNB,Viagens e Lazer,Bicicletas,14.482.000,230.943.000,31/12/2013,72.410.000.000,"0,20","-1,21","-0,05","1,390","0,00%","9,307","-0,07","27,69","-0,05","441,57","441,57","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
MGEL3,ON,MANGELS ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,144.580.000,865.562.000,30/06/2020,5.783.210,"25,00","-1,20","-0,30","0,284","0,00%","0,348","1,30","3,60","-0,21","21,53","14,67","7,90%","-25,64%","1,97","13,46%","24,76%","0,00","-486.228.000,00","-1,65","5,49%"
CORR4,PN,CORREA RIBEIRO SA COM. IND. PN,Exploração de Imóveis,Exploração de Imóveis,1.597.560,-614.443,30/06/2020,23.153,"69,00","-1,15","-0,33","0,833","0,00%","0,145","0,24","-1,31","-0,18","0,50","0,52","-63,71%","-72,37%","18,10","-13,84%","28,40%","0,00","-4.887.000,00","0,00","-15,36%"
JFEN3,ON,JOÃO FORTES ENGENHARIA S.A. ON,Construção e Engenharia,Construção Civil,455.533.000,1.058.530.000,31/12/2018,105.204.000,"4,33","-1,12","1,36","4,612","0,00%","0,260","0,94","-3,09","-5,65","-7,18","-7,25","-149,16%","-433,10%","1,52","-8,78%","-120,90%","10.512,50","336.159.000,00","1,84","-41,76%"
LGLO4,PN,LIVRARIA DO GLOBO S/A PN,Comércio,Livrarias e Papelarias,3.400.000,5.822.000,31/12/2006,34.000,"100,00","-1,05","0,65","0,225","0,00%","0,192","-0,32","-1,24","-0,32","-2,13","-2,13","-18,10%","-21,47%","0,14","-18,37%","-62,51%","0,00","5.191.000,00","0,49","-11,42%"
SGPS3,ON NM,Springs ON NM,"Tecidos, Vestuário e Calçados",Fios e Tecidos,344.500.000,1.103.370.000,30/06/2020,50.000.000,"6,89","-0,97","0,29","0,261","0,00%","0,109","1,68","6,18","-0,42","19,78","7,87","4,23%","-26,97%","1,21","2,00%","-30,43%","1.192.850,00","1.169.340.000,00","0,84","-17,81%"
RPMG3,ON,REFINARIA DE PETRÓLEOS DE MANGUINHOS S.A ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,183.445.000,183.390.000,30/06/2020,67.692.000,"2,71","-0,95","-0,06","0,314","0,00%","0,066","-0,07","-1,75","-0,06","-1,75","-1,75","-17,95%","-32,89%","0,50","-3,82%","6,47%","301.907,00","-2.970.570.000,00","0,00","-0,81%"
LLIS3,ON,LE LIS BLANC DEUX ON,Comércio,"Tecidos, Vestuário e Calçados",342.189.000,1.833.660.000,30/06/2020,68.851.000,"4,97","-0,90","0,47","0,480","0,00%","0,133","-0,70","-1,04","-0,29","-5,59","3,49","-46,04%","-247,97%","0,56","-13,97%","-51,95%","1.237.180,00","733.301.000,00","2,14","-9,75%"
MMXM3,ON NM,MMX MINER ON NM,Mineração,Minerais Metálicos,107.701.000,364.363.000,30/06/2020,6.488.000,"16,60","-0,84","-0,13","420,706","0,00%","0,848","-0,13","-3,34","-0,12","-11,29","-11,29","-12.601,60%","-50.129,30%","0,02","-42,78%","15,62%","12.291.500,00","-819.855.000,00","-0,31","-3,88%"
DHBI3,ON,DHB ON,Material de Transporte,Material Rodoviário,79.743.000,531.857.000,30/09/2014,4.197.000,"19,00","-0,83","-0,17","0,869","0,00%","0,343","-0,16","-3,68","-0,13","-24,58","-59,55","-23,58%","-154,81%","0,12","-10,50%","21,03%","0,00","-456.340.000,00","-0,99","-23,62%"
LETO5,PNA,MITTO PNA,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,8.248.140,10.529.100,31/03/2008,4.003.950.000,"2,06","-0,83","-0,14","0,000","0,00%","0,248","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,05%","0,00","-58.642.000,00","0,00","-17,38%"
IENG3,ON,INEPAR ENERGIA ON,Energia Elétrica,Energia Elétrica,51.631.300,334.324.000,30/09/2011,344.209.000,"0,15","-0,81","0,99","1,717","0,00%","0,110","-1,17","3,88","-0,30","25,11","25,11","44,29%","-224,61%","0,85","2,84%","-122,41%","0,00","52.234.000,00","5,45","8,13%"
TECN3,ON NM,TECHNOS ON NM,"Tecidos, Vestuário e Calçados",Acessórios,87.926.700,176.840.000,30/06/2020,78.506.000,"1,12","-0,79","0,28","0,370","0,00%","0,135","0,46","-4,71","7,99","-9,48","-5,67","-7,86%","-46,70%","2,21","-3,51%","-35,82%","839.206,00","309.598.000,00","0,51","-9,78%"
OIBR4,ON N1,OI ON N1,Telecomunicações,Telecomunicações,13.635.100.000,33.710.300.000,30/06/2020,5.954.210.000,"2,29","-0,77","1,69","0,710","0,00%","0,186","1,88","-7,60","-0,30","-18,79","6,61","-9,34%","-92,74%","1,61","-2,86%","-219,17%","30.814.000,00","8.075.470.000,00","3,23","-7,93%"
AZUL4,PN,AZUL PN,Transporte,Transporte Aéreo,9.270.640.000,26.872.300.000,30/06/2020,342.090.000,"27,10","-0,76","-0,73","0,977","0,00%","0,611","-1,48","-3,39","-0,38","-9,82","23,79","-28,84%","-128,36%","0,36","-25,02%","96,28%","378.653.000,00","-12.648.200.000,00","-1,52","6,12%"
VIVR3,ON NM,VIVER ON NM,Construção e Engenharia,Construção Civil,124.670.000,316.197.000,30/06/2020,95.168.000,"1,31","-0,76","-0,81","-1,885","0,00%","0,257","-0,50","-2,09","-0,28","-5,30","-5,54","90,25%","247,55%","0,44","-13,05%","106,27%","932.207,00","-154.240.000,00","-1,32","-49,71%"
ESTR4,PN,ESTRELA PN,Viagens e Lazer,Brinquedos e Jogos,21.573.600,64.574.600,30/06/2020,808.000,"26,70","-0,75","-0,04","0,208","0,00%","0,102","-0,05","-2,32","-0,04","-6,96","-11,50","-8,93%","-27,81%","0,16","-4,90%","5,88%","156.635,00","-491.461.000,00","-0,09","-9,30%"
CTNM4,PN,COTEMINAS PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,176.463.000,1.477.020.000,30/06/2020,30.636.000,"5,76","-0,73","0,20","0,102","0,00%","0,042","1,59","-5,85","-0,15","-48,93","23,24","-1,74%","-24,17%","1,08","-0,79%","-28,19%","90.329,50","862.529.000,00","1,79","-13,44%"
LATM11,DR3 ED,LATAM AIRLN DR3 ED,Transporte,Transporte Aéreo,184.420.000,28.499.800.000,31/03/2016,6.437.000,"28,65","-0,68","0,02","0,006","0,00%","0,003","-0,02","0,05","-0,00","7,74","7,74","11,46%","-0,39%","0,49","6,55%","-2,37%","0,00","11.357.000.000,00","2,92","16,69%"
CELM3,ON,CELM CIA EQUIP. DE LABORATORIOS MODERNOS ON,Máquinas e Equipamentos,Máqs. e Equips. Hospitalares,1.740.000,7.250.000,30/09/2007,116.000,"15,00","-0,67","-0,16","0,257","0,00%","0,132","-0,21","-1,02","-0,10","-4,26","-4,26","-25,14%","-38,36%","0,44","-15,60%","23,41%","0,00","-11.104.000,00","-0,66","5,80%"
IENG5,PNA,INEPAR ENERGIA PNA,Energia Elétrica,Energia Elétrica,41.305.100,323.998.000,30/09/2011,344.209.000,"0,12","-0,65","0,79","1,374","0,00%","0,088","-0,93","3,10","-0,24","24,33","24,33","44,29%","-224,61%","0,85","2,84%","-122,41%","0,00","52.234.000,00","5,45","8,13%"
LUPA3,ON NM,LUPATECH ON NM,Máquinas e Equipamentos,"Motores, Compressores e Outros",54.537.200,208.636.000,30/06/2020,25.847.000,"2,11","-0,60","0,99","-3,266","0,00%","0,108","0,46","-1,40","-0,21","-5,35","-6,70","233,51%","526,56%","2,65","-8,25%","-165,82%","952.433,00","54.923.000,00","3,13","-10,06%"
CEED4,PN N1,CEEE-D PN N1,Energia Elétrica,Energia Elétrica,958.225.000,1.928.570.000,30/06/2020,9.681.000,"98,98","-0,59","-0,20","0,287","0,00%","0,244","-0,24","-2,16","-0,12","-4,35","-6,53","-13,28%","-48,89%","0,20","-13,63%","33,46%","695,30","-4.883.560.000,00","-0,22","5,91%"
OIBR3,ON N1,OI ON N1,Telecomunicações,Telecomunicações,10.003.100.000,30.078.200.000,30/06/2020,5.954.210.000,"1,68","-0,57","1,24","0,521","0,00%","0,137","1,38","-5,57","-0,22","-16,76","5,90","-9,34%","-92,74%","1,61","-2,86%","-219,17%","272.160.000,00","8.075.470.000,00","3,23","-7,93%"
ESTR3,ON,ESTRELA ON,Viagens e Lazer,Brinquedos e Jogos,16.160.000,59.161.000,30/06/2020,808.000,"20,00","-0,56","-0,03","0,156","0,00%","0,076","-0,03","-1,74","-0,03","-6,37","-10,53","-8,93%","-27,81%","0,16","-4,90%","5,88%","0,00","-491.461.000,00","-0,09","-9,30%"
JBDU3,ON,J B DUARTE ON,Holdings Diversificadas,Holdings Diversificadas,11.342.900,11.341.900,31/03/2020,5.019.000,"2,26","-0,54","0,17","0,000","0,00%","0,059","0,00","1,49","0,00","1,49","1,49","0,00%","0,00%","0,00","0,00%","-31,41%","25.100,00","67.440.000,00","0,00","0,00%"
DMMO3,ON,DOMMO ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,356.453.000,924.062.000,30/06/2020,270.040.000,"1,32","-0,51","-0,34","0,994","0,00%","0,295","-0,72","-3,51","-0,17","-9,10","-23,25","-28,31%","-194,13%","0,29","-12,01%","65,95%","11.922.200,00","-1.055.770.000,00","-0,61","3,36%"
PMAM3,ON,PARANAPANEMA S.A. ON,Siderurgia e Metalurgia,Artefatos de Cobre,467.027.000,3.196.550.000,30/06/2020,43.404.000,"10,76","-0,50","-2,34","0,104","0,00%","0,122","-0,22","-2,19","-0,19","-14,99","-47,89","-4,75%","-20,84%","0,42","-6,67%","468,79%","1.007.700,00","-199.495.000,00","-14,98","0,44%"
SUZA4,PN N1,SUZANO HOLDING S.A. PN N1,Holdings Diversificadas,Holdings Diversificadas,2.403.690.000,70.473.100.000,30/06/2020,172.927.000,"13,90","-0,50","3,21","0,084","0,00%","0,022","0,30","0,49","-0,03","14,30","4,18","17,22%","-62,03%","1,58","5,25%","-646,83%","0,00","748.885.000,00","107,67","30,46%"
REEM4,PN,RHEEM EMPRS PN,Embalagens,Embalagens,28.463.000,25.199.000,30/06/2012,6.147.510.000,"4,63","-0,48","-0,08","0,197","0,00%","0,137","-0,14","-4,33","-0,07","-3,84","-6,01","-4,54%","-40,65%","0,45","4,61%","15,78%","0,00","-372.708.000,00","-0,00","-13,59%"
CCXC3,ON NM,CCX CARVAO ON NM,Mineração,Minerais Metálicos,1.973.160,1.564.160,30/09/2019,1.701.000,"1,16","-0,48","-0,04","0,000","0,00%","0,185","0,00","-0,65","0,00","-0,52","-0,52","0,00%","0,00%","0,00","0,00%","7,85%","0,00","-52.699.000,00","0,00","0,00%"
MWET4,PN,WETZEL S.A. PN,Material de Transporte,Material Rodoviário,14.508.900,88.445.900,30/06/2020,2.058.000,"7,05","-0,46","-0,07","0,094","0,00%","0,085","-0,11","-1,48","-0,04","-9,05","-16,59","-6,36%","-20,64%","0,22","-6,83%","14,38%","178.879,00","-220.444.000,00","-0,34","7,00%"
RSID3,ON N1,ROSSI RESIDENCIAL ON N1,Construção e Engenharia,Construção Civil,92.971.100,1.425.220.000,30/06/2020,17.153.300,"5,42","-0,42","-0,14","1,920","0,00%","0,049","-0,09","-1,13","-0,05","-17,31","-18,75","-170,06%","-469,29%","0,40","-4,88%","34,00%","469.752,00","-651.709.000,00","-2,11","-53,33%"
BBRK3,ON NM,BR Brokers ON NM,Construção e Engenharia,Intermediação Imobiliária,60.584.800,12.244.800,30/06/2020,36.278.300,"1,67","-0,40","0,36","0,515","0,00%","0,195","2,09","-2,12","-1,50","-0,43","-0,74","-24,33%","-114,77%","1,48","-11,07%","-90,91%","911.152,00","166.355.000,00","0,00","2,22%"
DOCA3,ON,DOCAS S.A. ON,Mídia,"Jornais, Livros e Revistas",12.749.500,332.637.000,31/03/2014,1.159.040,"11,00","-0,40","-0,03","-3,064","0,00%","0,030","-0,32","-0,26","-0,02","-6,86","-6,76","1.165,92%","636,17%","0,61","-12,48%","8,24%","0,00","-390.317.000,00","-0,82","-38,80%"
FGUI4,PN,FERREIRA GUIMARAES PN,"Tecidos, Vestuário e Calçados",Fios e Tecidos,15.113.600,117.662.000,30/06/2006,39.772.700.000,"0,38","-0,39","-0,07","0,507","0,00%","0,798","-0,07","-1,83","-0,06","-14,24","-14,24","-27,72%","-129,00%","0,04","-60,74%","17,32%","0,00","-222.024.000,00","-0,46","2,13%"
SNSY5,PNA,SANSUY S.A. INDÚSTRIA DE PLÁSTICOS PNA,Materiais Diversos,Materiais Diversos,64.660.100,148.878.000,30/06/2020,7.716.000,"8,38","-0,38","-0,05","0,149","0,00%","0,185","-0,37","-0,90","-0,04","-2,06","-2,77","-16,62%","-40,36%","0,49","-24,37%","13,01%","894.264,00","-1.302.480.000,00","-0,07","5,85%"
SCLO3,ON,SCHLOSSER TECIDOS ON,"Tecidos, Vestuário e Calçados",Fios e Tecidos,13.536.000,40.348.000,31/03/2020,960.000,"14,10","-0,38","-0,08","-35,158","0,00%","0,693","-0,08","10,53","-0,08","31,40","31,40","-333,77%","9.327,53%","0,01","6,84%","22,45%","0,00","-159.657.000,00","-0,17","9,85%"
CEED3,ON N1,CEEE-D ON N1,Energia Elétrica,Energia Elétrica,600.125.000,1.570.470.000,30/06/2020,9.681.000,"61,99","-0,37","-0,12","0,180","0,00%","0,153","-0,15","-1,35","-0,08","-3,54","-5,32","-13,28%","-48,89%","0,20","-13,63%","33,46%","75.153,10","-4.883.560.000,00","-0,22","5,91%"
WISA4,PN,WIEST SA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,1.714.000,107.552.000,31/12/2009,6.856.000,"0,25","-0,35","-0,01","0,219","0,00%","0,029","-0,06","-0,31","-0,01","-19,27","-19,27","-71,41%","-62,75%","0,18","-9,78%","2,39%","0,00","-205.386.000,00","-0,52","-48,66%"
LETO3,ON,MITTO ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,3.203.160,5.484.160,31/03/2008,4.003.950.000,"0,80","-0,32","-0,05","0,000","0,00%","0,096","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,05%","0,00","-58.642.000,00","0,00","-17,38%"
