papel,tipo,empresa,setor,sub_setor,valor_de_mercado,valor_da_firma,ultimo_balanco,numero_de_acoes,ultima_cotacao,pl,p_vp,psr,div_yeld,p_ativo,p_cap_giro,p_ebit,p_ativo_circ_liq,ev_ebit,ev_ebitda,mrg_ebit,mrg_liq,liq_corr,roic,roe,liq_2_meses,patrim_liq,div_brut_patrim,cresc_rec_5a
CEEB5,PNA,COELBA PNA,Energia Elétrica,Energia Elétrica,10.352.800.000,17.842.800.000,30/09/2020,262.096.000,"39,50","8,40","1,73","0,806","0,00%","0,494","19,91","4,76","-0,98","8,20","6,53","16,95%","9,60%","1,14","11,35%","20,58%","4.483,12","5.989.000.000,00","1,39","11,64%"
AGIN3,ON NM,Agra Incorp ON NM,Construção e Engenharia,Construção Civil,1.265.880.000,1.702.120.000,31/03/2010,239.297.000,"5,29","8,46","1,23","1,816","0,00%","0,565","1,29","10,92","3,55","14,68","14,68","16,63%","21,83%","2,72","5,59%","14,56%","0,00","1.028.210.000,00","0,55","44,17%"
AELP3,ON,AES ELPA ON,Energia Elétrica,Energia Elétrica,181.318.000,172.188.000,30/06/2018,93.947.000,"1,93","8,49","-200,57","-0,062","0,00%","5,216","0,00","-12,58","0,00","-11,94","-11,98","0,49%","-0,73%","0,00","0,00%","-2.363,83%","0,00","-904.000,00","0,00","1,18%"
CPSL3,ON,COPESUL ON,,,5.711.250.000,5.406.860.000,30/06/2007,150.217.000,"38,02","8,56","3,49","0,787","0,00%","2,043","7,39","5,79","11,84","5,48","5,48","13,59%","9,20%","1,89","57,15%","40,82%","0,00","1.634.730.000,00","0,17","16,21%"
TMGC12,PNF,TELEMIG CELULAR PNF,Telefonia Móvel,Telefonia Móvel,1.304.600.000,1.163.020.000,30/06/2009,2.372.000,"550,00","8,71","1,12","0,800","0,00%","0,770","4,66","12,27","8,22","10,94","10,94","6,52%","9,18%","1,69","8,73%","12,83%","0,00","1.167.010.000,00","0,05","10,49%"
ACES4,PN,ARCELORMITTAL INOX BRASIL PN,Siderurgia e Metalurgia,Siderurgia,7.040.330.000,6.397.030.000,31/12/2007,74.320.000,"94,73","8,74","2,27","1,683","0,00%","1,430","6,37","7,16","20,65","6,50","6,50","23,52%","19,27%","2,05","26,90%","25,95%","0,00","3.105.800.000,00","0,09","13,34%"
ALLL11,UNT,RUMO S.A. UNT,Transporte,Transporte Ferroviário,6.118.720.000,18.521.700.000,30/06/2020,1.854.160.000,"16,50","8,76","0,72","0,877","0,00%","0,146","2,46","3,06","-0,24","9,27","4,98","28,65%","10,07%","1,52","5,57%","8,23%","0,00","8.490.350.000,00","2,11","13,59%"
ACES3,ON,ARCELORMITTAL INOX BRASIL ON,Siderurgia e Metalurgia,Siderurgia,7.080.470.000,6.437.160.000,31/12/2007,74.320.000,"95,27","8,79","2,28","1,693","0,00%","1,438","6,40","7,20","20,77","6,54","6,54","23,52%","19,27%","2,05","26,90%","25,95%","0,00","3.105.800.000,00","0,09","13,34%"
BEEF3,ON NM,Minerva ON NM,Alimentos,Carnes e Derivados,6.032.600.000,11.456.000.000,30/06/2020,548.418.000,"11,00","8,80","7,20","0,336","0,00%","0,356","1,06","3,49","-1,27","6,62","5,67","9,64%","3,82%","2,01","19,81%","81,78%","92.286.600,00","838.217.000,00","14,62","19,26%"
ALLL4,PN,RUMO S.A. PN,Transporte,Transporte Ferroviário,6.155.810.000,18.558.800.000,30/06/2020,1.854.160.000,"3,32","8,81","0,73","0,882","0,00%","0,147","2,48","3,08","-0,24","9,29","4,99","28,65%","10,07%","1,52","5,57%","8,23%","0,00","8.490.350.000,00","2,11","13,59%"
ELPL6,PNB,AES ELETROPAULO PNB,Energia Elétrica,Energia Elétrica,5.963.500.000,9.495.110.000,30/06/2020,197.467.000,"30,20","8,86","1,59","0,401","0,00%","0,206","-12,10","3,82","-0,33","6,09","4,27","10,48%","4,52%","0,93","5,95%","17,95%","0,00","3.751.140.000,00","1,22","5,21%"
CZRS4,PN,Cruzeiro Sul PN,Financeiros,Bancos,340.450.000,-,31/03/2012,136.727.000,"2,49","8,89","0,30","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","3,34%","0,00","1.145.670.000,00","0,00","14,44%"
AFLU5,PNA,AFLUENTE PNA,Energia Elétrica,Energia Elétrica,94.654.500,83.880.500,30/09/2017,18.818.000,"5,03","8,93","2,14","2,911","0,00%","1,875","9,63","8,32","11,92","7,38","7,05","34,98%","32,59%","3,27","31,18%","23,93%","0,00","44.270.000,00","0,00","8,61%"
ELPL5,PNA,AES ELETROPAULO PNA,Energia Elétrica,Energia Elétrica,6.022.740.000,9.554.350.000,30/06/2020,197.467.000,"30,50","8,95","1,61","0,405","0,00%","0,208","-12,22","3,86","-0,33","6,13","4,30","10,48%","4,52%","0,93","5,95%","17,95%","0,00","3.751.140.000,00","1,22","5,21%"
NEOE3,ON NM,NEOENERGIA ON NM,Energia Elétrica,Energia Elétrica,21.775.500.000,42.565.500.000,30/09/2020,1.213.800.000,"17,94","8,95","1,04","0,752","2,28%","0,349","7,03","4,29","-0,84","8,38","6,40","17,54%","8,70%","1,26","9,48%","11,66%","48.329.700,00","20.865.000.000,00","1,28","19,15%"
NEOE3,ON NM,NEOENERGIA ON NM,Energia Elétrica,Energia Elétrica,21.775.500.000,42.565.500.000,30/09/2020,1.213.800.000,"17,94","8,95","1,04","0,752","2,28%","0,349","7,03","4,29","-0,84","8,38","6,40","17,54%","8,70%","1,26","9,48%","11,66%","48.329.700,00","20.865.000.000,00","1,28","19,15%"
SANB3,ON,SANTANDER ON,Financeiros,Bancos,118.102.000.000,-,30/06/2020,7.498.530.000,"15,75","8,97","1,59","0,000","7,67%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,66%","2.173.290,00","74.512.200.000,00","0,00","-9,13%"
VIVO3,ON,VIVO PARTICIPAÇÕES ON,Telefonia Móvel,Telefonia Móvel,26.363.000.000,28.241.700.000,30/06/2011,400.714.000,"65,79","8,99","2,69","1,366","0,00%","1,175","-29,21","6,21","-4,74","6,65","6,65","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
JHSF3,ON NM,JHSF Part ON NM,Construção e Engenharia,Construção Civil,5.216.890.000,5.950.560.000,30/06/2020,685.531.000,"7,61","8,99","1,61","6,592","2,64%","0,820","8,32","16,29","-2,58","18,58","17,16","40,46%","73,10%","2,44","5,52%","17,89%","73.466.200,00","3.243.960.000,00","0,40","13,73%"
CNFB4,PN N1,CONFAB PN N1,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,2.433.530.000,2.957.370.000,31/03/2012,406.266.000,"5,99","9,01","1,57","1,511","0,00%","0,872","3,47","8,27","53,95","10,05","7,85","18,27%","16,77%","2,20","12,01%","17,39%","0,00","1.552.470.000,00","0,47","-10,61%"
AFLU3,ON,AFLUENTE ON,Energia Elétrica,Energia Elétrica,96.912.700,86.138.700,30/09/2017,18.818.000,"5,15","9,15","2,19","2,981","0,00%","1,919","9,86","8,52","12,21","7,57","7,24","34,98%","32,59%","3,27","31,18%","23,93%","0,00","44.270.000,00","0,00","8,61%"
ATOM3,ON,ATOMPAR ON,Outros,Outros,73.146.500,59.579.500,30/06/2020,20.899.000,"3,50","9,44","5,98","3,907","0,00%","3,351","3,57","14,46","6,04","11,78","11,72","27,02%","41,37%","17,71","68,34%","63,29%","466.667,00","12.238.000,00","0,00","47,53%"
MRSL4,PN,MARISOL PN,"Tecidos, Vestuário e Calçados",Vestuário,342.375.000,374.716.000,31/03/2012,112.254.000,"3,05","9,48","0,91","0,816","0,00%","0,609","2,19","15,08","5,80","16,51","8,83","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%"
CRPG3,ON,CRISTAL ON,Químicos ,Químicos Diversos,968.944.000,854.710.000,30/06/2020,29.019.000,"33,39","9,57","1,60","1,884","0,00%","1,150","1,72","15,72","2,26","13,87","9,97","11,98%","19,69%","6,48","8,85%","16,73%","8.730,91","605.213.000,00","0,01","16,64%"
SANB11,UNT,SANTANDER UNT,Financeiros,Bancos,126.200.000.000,-,30/06/2020,7.498.530.000,"33,66","9,59","1,69","0,000","7,54%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,66%","94.018.500,00","74.512.200.000,00","0,00","-9,13%"
BALM4,PN,BAUMER PN,Máquinas e Equipamentos,Máqs. e Equips. Hospitalares,156.310.000,163.520.000,30/06/2020,9.800.000,"15,95","9,69","1,36","1,011","1,63%","0,704","2,18","10,28","3,41","10,76","8,96","9,84%","8,68%","1,97","7,97%","14,05%","29.532,90","114.835.000,00","0,29","9,69%"
CYRE4,PN,CYRELA BRAZIL REALTY PN,Construção e Engenharia,Construção Civil,3.397.820.000,4.715.390.000,30/06/2020,399.743.000,"8,50","9,73","0,70","0,901","0,00%","0,311","1,00","8,05","12,56","11,17","10,43","11,20%","12,51%","2,36","4,61%","7,19%","0,00","4.857.670.000,00","0,60","3,25%"
CTWR3,ON,BLUE TREE HOTELS ON,Hoteis e Restaurantes,Hotelaria,49.900.000,41.818.000,30/09/2007,499.000,"100,00","9,76","56,77","0,317","0,00%","1,141","3,79","-10,64","-142,17","-8,91","-8,91","-2,98%","3,25%","1,45","-21,86%","581,91%","0,00","879.000,00","5,52","4,94%"
VIVO4,PN,VIVO PARTICIPAÇÕES PN,Telefonia Móvel,Telefonia Móvel,28.771.300.000,30.650.000.000,30/06/2011,400.714.000,"71,80","9,81","2,93","1,491","0,00%","1,282","-31,87","6,78","-5,17","7,22","7,22","22,01%","15,20%","0,89","23,92%","29,88%","0,00","9.816.290.000,00","0,35","13,06%"
TKNO4,PN,TEKNO PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,112.053.000,84.733.500,30/06/2020,2.948.000,"38,01","9,88","0,61","0,723","0,95%","0,513","1,29","11,97","1,46","9,05","5,47","6,04%","7,32%","4,37","5,34%","6,22%","6.860,16","182.419.000,00","0,02","10,39%"
BALM3,ON,BAUMER ON,Máquinas e Equipamentos,Máqs. e Equips. Hospitalares,159.740.000,166.950.000,30/06/2020,9.800.000,"16,30","9,90","1,39","1,034","1,60%","0,719","2,23","10,51","3,48","10,98","9,15","9,84%","8,68%","1,97","7,97%","14,05%","24.029,10","114.835.000,00","0,29","9,69%"
TCSL4,PN,TIM PARTICIPAÇÕES S.A. PN,Telecomunicações,Telecomunicações,18.932.500.000,18.691.200.000,30/06/2020,2.421.030.000,"7,82","9,95","0,83","1,105","0,00%","0,475","8,93","5,69","-2,20","5,61","2,18","19,44%","11,11%","1,34","9,67%","8,33%","0,00","22.847.800.000,00","0,14","2,29%"
CRIV4,PN,ALFA FINANCEIRA PN,Financeiros,Soc. Crédito e Financiamento,700.012.000,-,30/06/2020,102.943.000,"6,80","10,00","0,72","0,000","7,15%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","7,22%","10.564,50","969.432.000,00","0,00","-3,02%"
BGIP3,ON,BANESE ON,Financeiros,Bancos,677.737.000,-,30/06/2020,15.285.000,"44,34","10,00","1,38","0,000","1,61%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,79%","53.207,30","491.540.000,00","0,00","12,76%"
TGMA3,ON NM,Tegma ON NM,Transporte,Transporte Rodoviário,1.529.290.000,1.567.520.000,30/06/2020,66.003.000,"23,17","10,21","2,59","1,355","2,99%","1,465","6,34","11,54","27,30","11,83","9,95","11,74%","13,27%","1,90","17,90%","25,38%","15.341.300,00","590.088.000,00","0,55","5,83%"
MRSL3,ON,MARISOL ON,"Tecidos, Vestuário e Calçados",Vestuário,370.438.000,402.779.000,31/03/2012,112.254.000,"3,30","10,25","0,99","0,883","0,00%","0,658","2,37","16,32","6,28","17,74","9,50","5,41%","8,69%","2,78","4,44%","9,63%","0,00","375.151.000,00","0,16","7,10%"
FESA4,PN,FERBASA PN,Siderurgia e Metalurgia,Siderurgia,1.686.030.000,2.009.880.000,30/06/2020,88.320.000,"19,09","10,26","0,98","1,224","3,48%","0,575","4,68","10,93","-5,23","13,02","5,85","11,21%","11,96%","1,68","5,96%","9,58%","3.713.800,00","1.715.960.000,00","0,35","7,91%"
BRIV3,ON,ALFA DE INVESTIMENTO ON,Financeiros,Bancos,722.984.000,-,30/06/2020,88.601.000,"8,16","10,27","0,48","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","4,66%","3.937,56","1.510.290.000,00","0,00","23,11%"
BBDC3,ON N1,BANCO BRADESCO S.A. ON N1,Financeiros,Bancos,180.952.000.000,-,30/06/2020,8.870.210.000,"20,40","10,28","1,34","0,000","3,48%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,03%","130.743.000,00","135.134.000.000,00","0,00","20,12%"
TRFO3,ON,TRAFO ON,Equipamentos Elétricos,Equipamentos Elétricos,196.502.000,182.299.000,30/09/2009,43.378.000,"4,53","10,32","2,58","0,804","0,00%","1,039","4,65","5,52","7,37","5,12","5,12","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
ALUP4,PN N2,ALUPAR PN N2,Energia Elétrica,Energia Elétrica,6.505.420.000,12.252.100.000,30/06/2020,879.111.000,"7,40","10,32","1,22","1,335","3,11%","0,325","2,82","3,11","-0,84","5,85","5,49","42,99%","27,20%","2,17","12,41%","11,86%","128.682,00","5.311.410.000,00","1,60","35,00%"
SANB4,PN,SANTANDER PN,Financeiros,Bancos,136.023.000.000,-,30/06/2020,7.498.530.000,"18,14","10,34","1,83","0,000","7,33%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","17,66%","3.363.010,00","74.512.200.000,00","0,00","-9,13%"
BRPR3,ON NM,BR PROPERTIES ON NM,Exploração de Imóveis,Exploração de Imóveis,4.718.500.000,5.222.410.000,30/06/2020,491.510.000,"9,60","10,34","0,66","14,115","0,89%","0,476","3,48","21,68","-3,83","24,00","24,00","65,10%","136,56%","9,43","2,52%","6,37%","25.132.000,00","7.166.500.000,00","0,25","-11,78%"
EUCA4,PN,EUCATEX PN,Madeira e Papel,Madeira,713.166.000,1.178.070.000,30/06/2020,92.619.000,"7,70","10,35","0,51","0,612","0,00%","0,284","-171,23","5,47","-1,85","9,03","4,48","11,19%","4,94%","0,99","5,56%","4,94%","522.387,00","1.395.980.000,00","0,35","1,94%"
BESP3,ON,BANESPA ON,,,12.786.800.000,-,30/06/2006,38.747.800.000,"330,00","10,38","2,47","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
TCOC4,PN,TELE CENTRO OESTE CELULAR PARTICIP. S/A PN,,,3.537.850.000,2.752.290.000,31/12/2005,130.068.000,"27,20","10,43","1,26","1,558","0,00%","0,915","2,65","10,14","3,07","7,89","7,89","15,37%","14,93%","2,53","13,98%","12,06%","0,00","2.812.920.000,00","0,04","16,71%"
PSSA3,ON,PORTO SEGURO SA ON,Previdência e Seguros,Seguradoras,16.604.300.000,2.958.790.000,30/06/2020,323.293.000,"51,36","10,48","1,95","0,920","4,32%","0,503","2,25","1,16","24,46","0,21","0,20","79,49%","8,78%","1,41","73,99%","18,64%","49.369.300,00","8.496.540.000,00","0,00","3,40%"
BRIV4,PN,ALFA DE INVESTIMENTO PN,Financeiros,Bancos,739.818.000,-,30/06/2020,88.601.000,"8,35","10,51","0,49","0,000","8,17%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","4,66%","44.345,70","1.510.290.000,00","0,00","23,11%"
ALLL3,ON,RUMO S.A. ON,Transporte,Transporte Ferroviário,7.361.010.000,19.764.000.000,30/06/2020,1.854.160.000,"3,97","10,53","0,87","1,055","0,00%","0,176","2,96","3,68","-0,28","9,89","5,31","28,65%","10,07%","1,52","5,57%","8,23%","0,00","8.490.350.000,00","2,11","13,59%"
TRFO4,PN,TRAFO PN,Equipamentos Elétricos,Equipamentos Elétricos,203.877.000,189.674.000,30/09/2009,43.378.000,"4,70","10,70","2,68","0,835","0,00%","1,078","4,82","5,73","7,65","5,33","5,33","14,58%","7,80%","1,43","27,63%","25,01%","0,00","76.165.000,00","0,26","16,47%"
WLMM3,ON,WLM ON,Comércio,Material de Transporte,582.635.000,493.592.000,30/06/2020,36.414.700,"16,00","10,78","1,33","0,561","2,00%","1,008","3,47","10,64","4,99","9,02","8,46","5,27%","5,20%","2,92","12,28%","12,29%","30.411,00","439.677.000,00","0,07","26,60%"
BESP4,PN,BANESPA PN,,,13.329.300.000,-,30/06/2006,38.747.800.000,"344,00","10,82","2,57","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","23,77%","0,00","5.183.100.000,00","0,00","1,83%"
HAGA3,ON,HAGA ON,Construção e Engenharia,Materiais de Construção,39.984.000,41.480.500,30/06/2020,11.900.000,"3,36","11,01","-0,52","1,843","0,00%","0,711","1,88","-35,06","-0,46","-36,38","77,35","-5,26%","16,74%","1,86","-6,33%","-4,69%","48.223,50","-77.360.400,00","-0,50","-5,45%"
ALUP11,UNT N2,ALUPAR UNT N2,Energia Elétrica,Energia Elétrica,6.971.350.000,12.718.100.000,30/06/2020,879.111.000,"23,79","11,06","1,31","1,431","2,90%","0,349","3,02","3,33","-0,90","6,07","5,70","42,99%","27,20%","2,17","12,41%","11,86%","19.064.900,00","5.311.410.000,00","1,60","35,00%"
GRNL4,PN,GRANÓLEO S/A PN,Alimentos,Grãos e Derivados,100.058.000,97.740.300,30/09/2007,212.890.000,"470,00","11,09","1,07","7,231","0,00%","0,975","8,04","-64,72","15,01","-63,22","-63,22","-11,17%","65,19%","4,35","-1,65%","9,69%","0,00","93.104.000,00","0,05","21,48%"
ELUM3,ON,ELUMA ON,Siderurgia e Metalurgia,Artefatos de Cobre,663.588.000,450.660.000,31/12/2009,18.433.000,"36,00","11,12","1,50","0,940","0,00%","0,886","2,31","14,76","2,51","10,02","10,02","6,37%","8,46%","2,02","9,40%","13,47%","0,00","443.231.000,00","0,08","8,40%"
SULA4,PN,Sul America PN,Previdência e Seguros,Seguradoras,14.284.100.000,1.367.710.000,30/06/2020,1.182.460.000,"12,08","11,19","1,91","0,666","3,37%","0,502","1,46","11,58","-19,56","1,11","1,02","5,75%","5,95%","1,93","9,21%","17,04%","106.092,00","7.490.030.000,00","0,29","8,38%"
RIPI3,ON,REFINARIA DE PETRÓLEO IPIRANGA SA ON,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,1.421.100.000,1.503.660.000,31/03/2008,29.600.000,"48,01","11,23","-28,94","-7,449","0,00%","7,092","-59,55","-8,79","-16,76","-9,31","-9,31","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
CZLT33,DR3,Cosan Ltd DR3,Alimentos,Açucar e Alcool,7.912.190.000,26.181.700.000,30/06/2018,270.687.000,"29,23","11,24","1,39","0,526","0,00%","0,145","1,87","3,10","-0,29","10,26","4,03","16,97%","9,14%","1,58","5,31%","12,36%","0,00","5.691.680.000,00","3,93","7,88%"
RIPI4,PN,REFINARIA DE PETRÓLEO IPIRANGA SA PN,"Petróleo, Gás e Biocombustíveis",Exploração e/ou Refino e Distribuição,1.435.600.000,1.518.170.000,31/03/2008,29.600.000,"48,50","11,35","-29,24","-7,525","0,00%","7,164","-60,16","-8,88","-16,93","-9,40","-9,40","84,70%","-66,31%","0,87","-99,10%","-257,61%","0,00","-49.103.000,00","-2,44","5,82%"
CBEE3,ON,AMPLA ENERG ON,Energia Elétrica,Energia Elétrica,3.164.380.000,7.427.110.000,30/06/2020,166.634.000,"18,99","11,35","0,86","0,536","0,00%","0,283","-8,59","5,94","-0,70","13,94","7,66","9,02%","4,72%","0,89","5,29%","7,58%","5.815,72","3.678.530.000,00","1,24","6,45%"
BBDC4,PN N1,BANCO BRADESCO S.A. PN N1,Financeiros,Bancos,200.644.000.000,-,30/06/2020,8.870.210.000,"22,62","11,39","1,48","0,000","3,45%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","13,03%","888.556.000,00","135.134.000.000,00","0,00","20,12%"
EBCO4,PN,EMBRACO PN,,,664.727.000,644.632.000,31/12/2005,664.727.000,"1,00","11,46","0,80","0,330","0,00%","0,351","50,21","8,51","-14,31","8,26","8,26","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
RPAD6,PNB,ALFA HOLDINGS PNB,Financeiros,Bancos,514.867.000,506.607.000,30/06/2020,84.682.000,"6,08","11,49","0,50","2.340,300","0,01%","0,496","-145,73","-120,49","-132,49","-118,56","-118,56","-1.942,27%","20.369,10%","0,73","-0,42%","4,37%","4.103,67","1.024.660.000,00","0,00","2,78%"
ITUB3,ON N1,ITAUUNIBANCO ON N1,Financeiros,Bancos,229.515.000.000,-,30/06/2020,9.804.140.000,"23,41","11,52","1,82","0,000","5,46%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","15,76%","14.171.100,00","126.416.000.000,00","0,00","-22,41%"
HGTX3,ON N1,CIA HERING ON N1,"Tecidos, Vestuário e Calçados",Vestuário,3.002.000.000,2.747.080.000,30/06/2020,162.534.000,"18,47","11,58","2,00","2,489","1,80%","1,456","3,69","39,66","3,96","36,29","16,56","6,28%","21,49%","2,60","5,30%","17,30%","73.222.500,00","1.498.030.000,00","0,17","-4,63%"
TEMP3,ON,TEMPO PART ON,Saúde,"Serviços Médico - Hospitalares, Análises e Diagnósticos",668.071.000,602.113.000,31/12/2015,160.981.000,"4,15","11,64","4,92","0,980","0,00%","2,014","9,98","10,60","19,39","9,55","7,74","9,25%","8,42%","1,41","34,49%","42,27%","0,00","135.736.000,00","0,23","-13,11%"
AGRO3,ON NM,BRASILAGRO ON NM,Exploração de Imóveis,Exploração de Imóveis,1.392.380.000,1.887.810.000,30/06/2020,62.104.300,"22,42","11,65","1,24","1,974","3,16%","0,681","5,74","8,53","-4,97","11,57","18,34","23,14%","16,95%","1,61","9,26%","10,66%","3.098.720,00","1.121.570.000,00","0,59","54,50%"
EQPA3,ON,EQTL PARA ON,Energia Elétrica,Energia Elétrica,6.737.680.000,8.872.240.000,30/06/2020,2.209.070.000,"3,05","11,65","2,01","1,206","2,62%","0,587","2,56","5,19","-1,75","6,83","5,47","23,24%","10,35%","2,61","14,31%","17,23%","72.921,30","3.356.070.000,00","1,20","7,41%"
BRGE8,PND,CONSORCIO ALFA PND,Financeiros,Bancos,625.991.000,-1.124.490.000,30/06/2020,73.646.000,"8,50","11,67","0,51","16,855","3,46%","0,080","1,32","-1,44","-0,95","2,58","2,59","-1.172,58%","227,65%","1,10","-7,21%","4,38%","11.853,40","1.224.080.000,00","0,00","4,52%"
NAFG3,ON,NADIR FIGUEIREDO ON,Utilidades Domésticas,Utensílios Domésticos,874.080.000,1.027.240.000,31/12/2019,13.579.000,"64,37","11,80","2,76","1,102","0,00%","1,153","3,20","7,35","60,48","8,64","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
NAFG4,PN,NADIR FIGUEIREDO PN,Utilidades Domésticas,Utensílios Domésticos,874.759.000,1.027.920.000,31/12/2019,13.579.000,"64,42","11,81","2,76","1,103","0,00%","1,154","3,20","7,36","60,52","8,65","6,57","14,99%","9,28%","2,52","19,92%","23,42%","0,00","316.392.000,00","0,81","9,49%"
ITSA4,PN N1,ITAÚSA PN N1,Financeiros,Bancos,82.762.400.000,83.922.400.000,30/06/2020,8.410.810.000,"9,84","11,82","1,56","16,546","5,58%","1,258","21,09","467,59","-26,49","474,14","97,13","3,54%","144,26%","2,36","0,29%","13,24%","256.087.000,00","52.896.000.000,00","0,09","1,42%"
CPFE3,ON,CPFL ENERGIA S.A. ON,Energia Elétrica,Energia Elétrica,33.841.700.000,49.217.800.000,30/06/2020,1.152.250.000,"29,37","11,83","2,31","1,143","6,13%","0,663","10,27","7,24","-1,71","10,53","8,04","15,79%","10,03%","1,25","11,71%","19,48%","80.135.700,00","14.677.800.000,00","1,62","13,06%"
AHEB5,PNA,PARQUE ANHEMBI PNA,Exploração de Imóveis,Exploração de Imóveis,202.066.000,190.536.000,30/06/2020,8.544.000,"23,65","11,86","22,05","2,100","0,00%","0,822","-6,58","10,88","-0,97","10,26","10,26","19,29%","17,71%","0,47","8,28%","185,97%","112,88","9.165.000,00","0,00","-18,11%"
RPAD3,ON,ALFA HOLDINGS ON,Financeiros,Bancos,531.803.000,523.543.000,30/06/2020,84.682.000,"6,28","11,87","0,52","2.417,290","0,01%","0,512","-150,52","-124,46","-136,85","-122,52","-122,52","-1.942,27%","20.369,10%","0,73","-0,42%","4,37%","3.505,07","1.024.660.000,00","0,00","2,78%"
FIBR3,ON N1,Fibria ON N1,Madeira e Papel,Papel e Celulose,36.712.600.000,51.268.800.000,31/12/2018,553.734.000,"66,30","12,03","2,59","2,010","7,59%","0,899","9,59","5,13","-2,54","7,17","5,29","39,18%","16,75%","1,46","22,95%","21,57%","0,00","14.149.000.000,00","1,46","22,71%"
EBCO3,ON,EMBRACO ON,,,697.963.000,677.868.000,31/12/2005,664.727.000,"1,05","12,03","0,84","0,346","0,00%","0,368","52,72","8,94","-15,02","8,68","8,68","3,88%","2,90%","1,01","5,04%","7,00%","0,00","828.097.000,00","0,02","6,09%"
BRFS3,ON NM,BRF Foods ON NM,Alimentos,Carnes e Derivados,14.965.800.000,29.820.900.000,30/06/2020,812.473.000,"18,42","12,13","2,20","0,418","0,00%","0,306","3,36","5,23","-0,73","10,41","5,75","8,00%","3,50%","1,26","9,28%","18,16%","193.693.000,00","6.793.900.000,00","3,66","0,01%"
